,page,country,rev_id,Unnamed: 0,score,FIPS,Name,Type,TimeFrame,Data (M),Population,Region,region_population
46124,Tim Francis,Tokelauan,744394596.0,8656.0,Stub,,,,,,,,
46125,Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0,15810.0,C,,,,,,,,
46126,Russell Marshall,Tokelauan,771460602.0,16001.0,C,,,,,,,,
46127,Guy Powles,Tokelauan,786375181.0,21386.0,C,,,,,,,,
46128,Salesio Lui,Tokelauan,790644183.0,28764.0,Stub,,,,,,,,
46129,Kuresa Nasau,Tokelauan,790644216.0,28765.0,Stub,,,,,,,,
46130,Patuki Isaako,Tokelauan,790644404.0,28768.0,Stub,,,,,,,,
46131,Kolouei O'Brien,Tokelauan,790647368.0,28771.0,Stub,,,,,,,,
46132,Afega Gaualofa,Tokelauan,795631781.0,32254.0,Stub,,,,,,,,
46133,Siopili Perez,Tokelauan,795633170.0,32255.0,Stub,,,,,,,,
46134,David Payton,Tokelauan,799209983.0,35597.0,Stub,,,,,,,,
46135,Head of Government of Tokelau,Tokelauan,801375710.0,38226.0,Start,,,,,,,,
46136,Falima Teao,Tokelauan,801630990.0,38594.0,Stub,,,,,,,,
46137,Jonathan Kings,Tokelauan,806257719.0,44389.0,Stub,,,,,,,,
46138,Administrator of Tokelau,Tokelauan,806258588.0,44391.0,Start,,,,,,,,
46159,Themba N. Masuku,Swaziland,723121670.0,5045.0,Stub,,,,,,,,
46160,Moses Mathendele Dlamini,Swaziland,747579157.0,9276.0,Start,,,,,,,,
46161,Constance Simelane,Swaziland,757540600.0,12474.0,C,,,,,,,,
46162,Ntfombi of Swaziland,Swaziland,785654533.0,21072.0,C,,,,,,,,
46163,Bheki Dlamini,Swaziland,790010530.0,28161.0,Stub,,,,,,,,
46164,Bhekimpi Dlamini,Swaziland,790010540.0,28162.0,Stub,,,,,,,,
46165,Jameson Mbilini Dlamini,Swaziland,790010556.0,28163.0,Stub,,,,,,,,
46166,Lutfo Dlamini,Swaziland,790010558.0,28164.0,Stub,,,,,,,,
46167,Mabandla Dlamini,Swaziland,790010563.0,28165.0,Stub,,,,,,,,
46168,Makhosini Dlamini,Swaziland,790010573.0,28166.0,Stub,,,,,,,,
46169,Mphiwa Dlamini,Swaziland,790010577.0,28167.0,Stub,,,,,,,,
46170,Obed Dlamini,Swaziland,790010578.0,28168.0,Stub,,,,,,,,
46171,Paul Dlamini,Swaziland,790010579.0,28169.0,Stub,,,,,,,,
46172,Themba Dlamini,Swaziland,790010705.0,28170.0,Stub,,,,,,,,
46173,Njabulo Mabuza,Swaziland,790010716.0,28171.0,Stub,,,,,,,,
46174,Charles Myeza,Swaziland,790010723.0,28172.0,Stub,,,,,,,,
46175,Sishayi Nxumalo,Swaziland,790010729.0,28173.0,Stub,,,,,,,,
46176,Paul Shabangu,Swaziland,790010732.0,28174.0,Stub,,,,,,,,
46177,Trusty Gina,Swaziland,790010783.0,28175.0,Stub,,,,,,,,
46178,Marwick Khumalo,Swaziland,790010820.0,28176.0,Stub,,,,,,,,
46179,Prince Sozisa Dlamini,Swaziland,790090661.0,28233.0,B,,,,,,,,
46180,Andreas Fakudze,Swaziland,790636139.0,28754.0,Stub,,,,,,,,
46181,Ndumiso Mamba,Swaziland,793428048.0,30652.0,Stub,,,,,,,,
46182,Dzeliwe of Swaziland,Swaziland,796256782.0,32733.0,Start,,,,,,,,
46183,Ben Nsibandze,Swaziland,797494822.0,33853.0,Stub,,,,,,,,
46184,List of Prime Ministers of Swaziland,Swaziland,797904256.0,34270.0,Start,,,,,,,,
46185,Barnabas Sibusiso Dlamini,Swaziland,798454144.0,34743.0,Start,,,,,,,,
46186,Sotsha Dlamini,Swaziland,800650407.0,37272.0,Stub,,,,,,,,
46187,Labotsibeni Mdluli,Swaziland,802149787.0,39116.0,C,,,,,,,,
46188,Tsandzile Dlamini,Swaziland,804656330.0,41982.0,Start,,,,,,,,
46189,Maphevu Dlamini,Swaziland,807175486.0,45955.0,Stub,,,,,,,,
46190,Karim Mammadbeyov,Dagestani,723563977.0,5162.0,Start,,,,,,,,
46191,Aziz Aliyev,Dagestani,785202362.0,20857.0,C,,,,,,,,
46192,Mukhu Aliyev,Dagestani,785532389.0,21020.0,Start,,,,,,,,
46193,Magomedali Magomedov,Dagestani,789329935.0,26987.0,Start,,,,,,,,
46194,Magomedsalam Magomedov,Dagestani,792949749.0,30260.0,Start,,,,,,,,
46195,Sagid Murtazaliev,Dagestani,796896055.0,33294.0,Start,,,,,,,,
46196,Head of the Republic of Dagestan,Dagestani,803611453.0,40703.0,Start,,,,,,,,
46197,List of Danish High Commissioners in Greenland,Greenlandic,728026000.0,6212.0,Stub,,,,,,,,
46198,Gunnar Martens,Greenlandic,742150479.0,8326.0,Stub,,,,,,,,
46199,Sara Olsvig,Greenlandic,756830216.0,11233.0,Stub,,,,,,,,
46200,Kathrine Chemnitz,Greenlandic,757102071.0,11485.0,Start,,,,,,,,
46201,Augusta Salling,Greenlandic,757103267.0,11488.0,Stub,,,,,,,,
46202,Agathe Fontain,Greenlandic,757539811.0,12454.0,Stub,,,,,,,,
46203,Ane Hansen (politician),Greenlandic,757539958.0,12458.0,Stub,,,,,,,,
46204,Asii Chemnitz Narup,Greenlandic,763742018.0,13995.0,Stub,,,,,,,,
46205,Aleqa Hammond,Greenlandic,770757601.0,15695.0,Start,,,,,,,,
46206,Katrine Larsen Lenner,Greenlandic,778461046.0,18000.0,Stub,,,,,,,,
46207,Maliina Abelsen,Greenlandic,780537008.0,18938.0,Start,,,,,,,,
46208,Agnethe Davidsen,Greenlandic,787423025.0,22159.0,Stub,,,,,,,,
46209,Mimi Karlsen,Greenlandic,806560929.0,44915.0,Stub,,,,,,,,
46305,Alan Parastaev,Ossetian,743018109.0,8449.0,Start,,,,,,,,
46306,Taymuraz Mamsurov,Ossetian,757343822.0,12255.0,Start,,,,,,,,
46307,Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0,16825.0,Stub,,,,,,,,
46308,Akhsarbek Galazov,Ossetian,782634776.0,19643.0,Start,,,,,,,,
46309,Alexander Dzasokhov,Ossetian,789328182.0,26956.0,Start,,,,,,,,
46310,Alla Dzhioyeva,Ossetian,796950389.0,33352.0,C,,,,,,,,
46311,Vyacheslav Bitarov,Ossetian,804609656.0,41948.0,Stub,,,,,,,,
46312,Tamerlan Aguzarov,Ossetian,804609900.0,41949.0,Stub,,,,,,,,
46313,Anatoly Bibilov,Ossetian,806832826.0,45402.0,Start,,,,,,,,
46351,Leilani Reklai,Palauan,757106724.0,11497.0,Stub,,,,,,,,
46352,Antonio Bells,Palauan,762610456.0,13753.0,Stub,,,,,,,,
46353,Haruo Remeliik,Palauan,764341685.0,14138.0,Stub,,,,,,,,
46354,Roman Tmetuchl,Palauan,765032190.0,14290.0,GA,,,,,,,,
46355,Vice President of Palau,Palauan,765102210.0,14302.0,Stub,,,,,,,,
46356,Surangel Whipps Jr.,Palauan,767195006.0,14782.0,Stub,,,,,,,,
46357,Alfonso Oiterong,Palauan,773405868.0,16485.0,Stub,,,,,,,,
46358,Johnson Toribiong,Palauan,777304756.0,17596.0,Start,,,,,,,,
46359,Kerai Mariur,Palauan,778679721.0,18082.0,Stub,,,,,,,,
46360,President of Palau,Palauan,782714724.0,19680.0,Stub,,,,,,,,
46361,Kuniwo Nakamura,Palauan,786992351.0,21705.0,Start,,,,,,,,
46362,Tommy Remengesau,Palauan,788566799.0,23283.0,C,,,,,,,,
46363,Thomas Remengesau Sr.,Palauan,788566961.0,23284.0,Stub,,,,,,,,
46364,Ngiratkel Etpison,Palauan,788567219.0,23287.0,Start,,,,,,,,
46365,Raynold Oilouch,Palauan,789983618.0,27962.0,Stub,,,,,,,,
46366,Lazarus Salii,Palauan,790011394.0,28177.0,Stub,,,,,,,,
46367,Ngedikes Olai Uludong,Palauan,790410665.0,28548.0,Start,,,,,,,,
46368,Sandra Pierantozzi,Palauan,790423026.0,28588.0,Stub,,,,,,,,
46369,Elias Camsek Chin,Palauan,795139723.0,31863.0,Start,,,,,,,,
46370,Akiko Sugiyama,Palauan,797884160.0,34250.0,Stub,,,,,,,,
46371,Baklai Temengil,Palauan,805961817.0,43944.0,Start,,,,,,,,
46418,List of Presidents of Somaliland,Somaliland,792010538.0,29734.0,Start,,,,,,,,
46419,Dahir Riyale Kahin,Somaliland,798692052.0,35065.0,Start,,,,,,,,
46420,Adan Ahmed Elmi,Somaliland,804143605.0,41378.0,Stub,,,,,,,,
46421,Muhammad Haji Ibrahim Egal,Somaliland,805840190.0,43749.0,C,,,,,,,,
46422,Hediya Yousef,Rojava,805873719.0,43809.0,C,,,,,,,,
46423,Mansur Selum,Rojava,805873803.0,43810.0,Stub,,,,,,,,
46424,,,,,,EH,Western Sahara,Country,2019.0,0.597,597000.0,NORTHERN AFRICA,244344000.0
46425,,,,,,CI,Cote d'Ivoire,Country,2019.0,26.175,26175000.0,WESTERN AFRICA,401115000.0
46426,,,,,,YT,Mayotte,Country,2019.0,0.284,284000.0,EASTERN AFRICA,444970000.0
46427,,,,,,RE,Reunion,Country,2019.0,0.861,861000.0,EASTERN AFRICA,444970000.0
46428,,,,,,CD,"Congo, Dem. Rep.",Country,2019.0,89.568,89568000.0,MIDDLE AFRICA,179757000.0
46429,,,,,,SZ,eSwatini,Country,2019.0,1.104,1104000.0,SOUTHERN AFRICA,67732000.0
46430,,,,,,SV,El Salvador,Country,2019.0,6.481,6481000.0,CENTRAL AMERICA,178611000.0
46431,,,,,,HN,Honduras,Country,2019.0,9.864,9864000.0,CENTRAL AMERICA,178611000.0
46432,,,,,,CW,Curacao,Country,2019.0,0.155,155000.0,CARIBBEAN,43233000.0
46433,,,,,,PR,Puerto Rico,Country,2019.0,3.189,3189000.0,CARIBBEAN,43233000.0
46434,,,,,,KN,St. Kitts-Nevis,Country,2019.0,0.054,54000.0,CARIBBEAN,43233000.0
46435,,,,,,LC,Saint Lucia,Country,2019.0,0.182,182000.0,CARIBBEAN,43233000.0
46436,,,,,,VC,St. Vincent and the Grenadines,Country,2019.0,0.111,111000.0,CARIBBEAN,43233000.0
46437,,,,,,GE,Georgia,Country,2019.0,3.715,3715000.0,WESTERN ASIA,280927000.0
46438,,,,,,OM,Oman,Country,2019.0,4.713,4713000.0,WESTERN ASIA,280927000.0
46439,,,,,,BN,Brunei,Country,2019.0,0.469,469000.0,SOUTHEAST ASIA,661845000.0
46440,,,,,,TL,Timor-Leste,Country,2019.0,1.318,1318000.0,SOUTHEAST ASIA,661845000.0
46441,,,,,,HK,"China, Hong Kong SAR",Country,2019.0,7.494,7494000.0,EAST ASIA,1641063000.0
46442,,,,,,MO,"China, Macao SAR",Country,2019.0,0.686,686000.0,EAST ASIA,1641063000.0
46443,,,,,,Channel Islands,Channel Islands,Sub-Region,2019.0,0.172,172000.0,Channel Islands,172000.0
46444,,,,,,CZ,Czechia,Country,2019.0,10.716,10716000.0,EASTERN EUROPE,291902000.0
46445,,,,,,MK,North Macedonia,Country,2019.0,2.08,2080000.0,SOUTHERN EUROPE,153251000.0
46446,,,,,,PF,French Polynesia,Country,2019.0,0.28,280000.0,OCEANIA,43155000.0
46447,,,,,,GU,Guam,Country,2019.0,0.175,175000.0,OCEANIA,43155000.0
46448,,,,,,NC,New Caledonia,Country,2019.0,0.295,295000.0,OCEANIA,43155000.0
46449,,,,,,PW,Palau,Country,2019.0,0.018,18000.0,OCEANIA,43155000.0
46450,,,,,,WS,Samoa,Country,2019.0,0.2,200000.0,OCEANIA,43155000.0
