,page,country,rev_id,Unnamed: 0,score,FIPS,Name,Type,TimeFrame,Data (M),Population,Region,region_population
43167,Carlos Gabriel Kattán,Hondura,793179072.0,30413.0,Stub,,,,,,,,
43168,Carlos Ramón Aguilar Guifarro,Hondura,793183704.0,30420.0,Stub,,,,,,,,
43169,José Alfredo Saavedra,Hondura,794482135.0,31321.0,Stub,,,,,,,,
43170,César Ham,Hondura,795765167.0,32341.0,Stub,,,,,,,,
43171,Mario Fernando Hernández,Hondura,796180350.0,32672.0,Start,,,,,,,,
43172,Eduardo Gauggel Rivas,Hondura,796291215.0,32760.0,Stub,,,,,,,,
43173,Bernard Martínez Valerio,Hondura,796597000.0,32994.0,Start,,,,,,,,
43174,Felicito Ávila,Hondura,796635107.0,33034.0,Stub,,,,,,,,
43175,Patricia Rodas,Hondura,796709335.0,33112.0,Start,,,,,,,,
43176,Carlos Humberto Reyes,Hondura,797385790.0,33747.0,Start,,,,,,,,
43177,Carlos López Contreras,Hondura,797499354.0,33863.0,Stub,,,,,,,,
43178,Sadia Argueta,Hondura,797677168.0,34038.0,Stub,,,,,,,,
43179,Margarita Dabdoub Sikaffi,Hondura,797684912.0,34048.0,Start,,,,,,,,
43180,José Tomás Ponce,Hondura,798394355.0,34681.0,Stub,,,,,,,,
43181,Mary Elizabeth Flores,Hondura,798401950.0,34690.0,Start,,,,,,,,
43182,José Cecilio del Valle,Hondura,798460200.0,34751.0,C,,,,,,,,
43183,David Romero Ellner,Hondura,799220342.0,35608.0,Start,,,,,,,,
43184,Norma Haydee Calderón,Hondura,799300330.0,35704.0,Stub,,,,,,,,
43185,Olman Danery Maldonado,Hondura,799341541.0,35753.0,Stub,,,,,,,,
43186,Silvia Ayala,Hondura,800166969.0,36673.0,Stub,,,,,,,,
43187,Ricardo Álvarez Arias,Hondura,800643446.0,37267.0,Stub,,,,,,,,
43188,Efraín Bu Girón,Hondura,801194944.0,37892.0,Stub,,,,,,,,
43189,Walter Antonio Chávez,Hondura,801414837.0,38281.0,Stub,,,,,,,,
43190,Elvia Josefina Amador,Hondura,801499755.0,38410.0,Stub,,,,,,,,
43191,Marlon Tábora Muñoz,Hondura,802009929.0,38981.0,C,,,,,,,,
43192,Marco Aurelio Soto,Hondura,802955117.0,40107.0,Start,,,,,,,,
43193,Arnoldo José Avilés García,Hondura,803808871.0,40920.0,Stub,,,,,,,,
43194,Coronado Chávez,Hondura,803835401.0,40954.0,Stub,,,,,,,,
43195,Florencio Xatruch,Hondura,803835755.0,40956.0,Start,,,,,,,,
43196,Ramón Villeda Morales,Hondura,803836305.0,40957.0,Start,,,,,,,,
43197,Roberto Suazo Córdova,Hondura,803836472.0,40958.0,Stub,,,,,,,,
43198,Rafael Leonardo Callejas Romero,Hondura,803836551.0,40959.0,C,,,,,,,,
43199,Vicente Mejía Colindres,Hondura,804127803.0,41341.0,Stub,,,,,,,,
43200,Miguel Paz Barahona,Hondura,804127877.0,41342.0,Stub,,,,,,,,
43201,Rafael López Gutiérrez,Hondura,804128734.0,41343.0,Stub,,,,,,,,
43202,Francisco Bertrand,Hondura,804129698.0,41345.0,Stub,,,,,,,,
43203,Miguel R. Dávila,Hondura,804130200.0,41346.0,Stub,,,,,,,,
43204,Manuel Bonilla,Hondura,804130440.0,41347.0,Stub,,,,,,,,
43205,Terencio Sierra,Hondura,804131272.0,41350.0,Stub,,,,,,,,
43206,Policarpo Bonilla,Hondura,804131604.0,41351.0,Start,,,,,,,,
43207,Ponciano Leiva,Hondura,804131948.0,41353.0,Stub,,,,,,,,
43208,José María Medina,Hondura,804133123.0,41357.0,Start,,,,,,,,
43209,José Santos Guardiola,Hondura,804133555.0,41358.0,Start,,,,,,,,
43210,José Lino Matute,Hondura,804138803.0,41362.0,Stub,,,,,,,,
43211,José Santiago Bueso,Hondura,804139010.0,41363.0,Stub,,,,,,,,
43212,Francisco de Aguilar (politician),Hondura,804139208.0,41364.0,Stub,,,,,,,,
43213,José Francisco Montes,Hondura,804139258.0,41365.0,Stub,,,,,,,,
43214,Victoriano Castellanos,Hondura,804139730.0,41367.0,Start,,,,,,,,
43215,Francisco Inestroza,Hondura,804139800.0,41368.0,Stub,,,,,,,,
43216,Francisco Cruz Castro,Hondura,804139868.0,41369.0,Stub,,,,,,,,
43217,Marcelino Mejía,Hondura,804140099.0,41370.0,Stub,,,,,,,,
43218,Crescencio Gómez,Hondura,804140159.0,41371.0,Stub,,,,,,,,
43219,Miguel Oquelí Bustillo,Hondura,804140314.0,41372.0,Stub,,,,,,,,
43220,Francisco Bueso,Hondura,804140447.0,41373.0,Stub,,,,,,,,
43221,Gabriela Nuñez,Hondura,804587565.0,41922.0,Start,,,,,,,,
43222,Augusto Coello,Hondura,805055004.0,42589.0,Stub,,,,,,,,
43223,George Romeo Silvestri,Hondura,805248828.0,42871.0,Stub,,,,,,,,
43224,Salvador Nasralla,Hondura,805625721.0,43437.0,Start,,,,,,,,
43225,Edmundo Orellana,Hondura,805984131.0,43972.0,Stub,,,,,,,,
43226,Rafael Pineda Ponce,Hondura,806178799.0,44259.0,C,,,,,,,,
43227,Selvin Laínez,Hondura,806796619.0,45327.0,Stub,,,,,,,,
43228,Ana Julia García,Hondura,806875293.0,45492.0,Stub,,,,,,,,
43229,Francisco Ferrera,Hondura,806948506.0,45593.0,Stub,,,,,,,,
43230,Juan Ángel Arias Boquín,Hondura,807445333.0,46579.0,Start,,,,,,,,
43231,Francisco Zelaya y Ayes,Hondura,807445395.0,46581.0,Stub,,,,,,,,
44035,Vicente Flores,Incan,706771757.0,1167.0,Stub,,,,,,,,
44036,María Sumire,Incan,783850857.0,20281.0,Start,,,,,,,,
44037,Túpac Amaru,Incan,801587917.0,38547.0,C,,,,,,,,
44038,Pachacuti,Incan,803601556.0,40696.0,C,,,,,,,,
44039,Túpac Katari,Incan,804527512.0,41842.0,C,,,,,,,,
44040,Hilaria Supa,Incan,805475200.0,43214.0,C,,,,,,,,
44041,Túpac Amaru II,Incan,806761543.0,45263.0,C,,,,,,,,
44326,Khozh-Ahmed Noukhayev,Chechen,707217873.0,1257.0,C,,,,,,,,
44327,Alibek Delimkhanov,Chechen,762868684.0,13792.0,Stub,,,,,,,,
44328,Beibulat Taimiev,Chechen,765616552.0,14432.0,Start,,,,,,,,
44329,Isa Gendergenoevsky,Chechen,772274868.0,16178.0,Stub,,,,,,,,
44330,Ibragim Khultygov,Chechen,782430810.0,19544.0,Stub,,,,,,,,
44331,Movladi Udugov,Chechen,783907075.0,20318.0,C,,,,,,,,
44332,Doku Zavgayev,Chechen,784167327.0,20414.0,Start,,,,,,,,
44333,Head of the Chechen Republic,Chechen,786231010.0,21325.0,Start,,,,,,,,
44334,Mairbek Sheripov,Chechen,787163671.0,21809.0,Stub,,,,,,,,
44335,Alu Alkhanov,Chechen,789327678.0,26945.0,C,,,,,,,,
44336,Adam Delimkhanov,Chechen,789328171.0,26955.0,Start,,,,,,,,
44337,Aslambek Aslakhanov,Chechen,789949907.0,27893.0,Stub,,,,,,,,
44338,Ruslan Khasbulatov,Chechen,791803238.0,29568.0,Start,,,,,,,,
44339,Sergey Abramov (politician),Chechen,794171049.0,31132.0,Stub,,,,,,,,
44340,Malik Saidullaev,Chechen,794893770.0,31633.0,Start,,,,,,,,
44341,Akhmed Zakayev,Chechen,797214106.0,33576.0,B,,,,,,,,
44342,Sheikh Mansur,Chechen,797258871.0,33642.0,Start,,,,,,,,
44343,Ali Mitayev,Chechen,798580067.0,34927.0,Start,,,,,,,,
44344,Turpal-Ali Atgeriyev,Chechen,801036587.0,37697.0,Start,,,,,,,,
44345,Akhmad Kadyrov,Chechen,802665757.0,39754.0,C,,,,,,,,
44346,Dzhokhar Dudayev,Chechen,802950350.0,40105.0,C,,,,,,,,
44347,Ilyas Akhmadov,Chechen,803177211.0,40306.0,Start,,,,,,,,
44348,Ruslan Gelayev,Chechen,803469952.0,40580.0,B,,,,,,,,
44349,President of Ichkeria,Chechen,804275742.0,41533.0,Start,,,,,,,,
44350,Said-Khasanom Abumuslimov,Chechen,804276832.0,41535.0,Stub,,,,,,,,
44351,Vakha Arsanov,Chechen,804276940.0,41536.0,C,,,,,,,,
44352,Shamil Basayev,Chechen,804277603.0,41538.0,B,,,,,,,,
44353,Supyan Abdullayev,Chechen,804277842.0,41539.0,Start,,,,,,,,
44354,Zelimkhan Yandarbiyev,Chechen,804279009.0,41546.0,C,,,,,,,,
44355,Aslan Maskhadov,Chechen,804279119.0,41547.0,C,,,,,,,,
44356,Abdul-Halim Sadulayev,Chechen,804279165.0,41548.0,C,,,,,,,,
44357,Dokka Umarov,Chechen,804279341.0,41549.0,B,,,,,,,,
44358,Tapa Tchermoeff,Chechen,804557776.0,41887.0,Start,,,,,,,,
44359,Umar Dzhabrailov,Chechen,805794113.0,43670.0,C,,,,,,,,
44360,Ramzan Kadyrov,Chechen,805869321.0,43805.0,FA,,,,,,,,
44361,Idris Gaibov,Chechen,807180397.0,45978.0,Stub,,,,,,,,
44362,Ruslan Alikhadzhiyev,Chechen,807354708.0,46328.0,Start,,,,,,,,
44363,Ruslan Yamadayev,Chechen,807454176.0,46599.0,B,,,,,,,,
44591,Terry Le Main,Jersey,708727189.0,1515.0,Start,,,,,,,,
44592,Paul Routier,Jersey,708727221.0,1516.0,Start,,,,,,,,
44593,Mike Vibert,Jersey,708766654.0,1526.0,Start,,,,,,,,
44594,Sean Power (Jersey),Jersey,710334019.0,1774.0,Stub,,,,,,,,
44595,Leonard Norman,Jersey,710503170.0,1805.0,Start,,,,,,,,
44596,Ben Shenton,Jersey,717911161.0,3646.0,Start,,,,,,,,
44597,Robert Le Masurier,Jersey,720430005.0,4308.0,Stub,,,,,,,,
44598,Kevin C. Lewis,Jersey,722988899.0,5001.0,Stub,,,,,,,,
44599,Rob Duhamel,Jersey,724891592.0,5551.0,Stub,,,,,,,,
44600,Patrick J. D. Ryan,Jersey,725737326.0,5837.0,Stub,,,,,,,,
44601,Philippe de Carteret II,Jersey,737014330.0,7387.0,Start,,,,,,,,
44602,Connétable (Jersey and Guernsey),Jersey,740998059.0,8150.0,Start,,,,,,,,
44603,Alan J. H. Maclean,Jersey,742413962.0,8366.0,Stub,,,,,,,,
44604,Michel Couriard,Jersey,745348113.0,8867.0,Start,,,,,,,,
44605,Guy de Faye,Jersey,754330569.0,10588.0,Start,,,,,,,,
44606,Vernon Tomes,Jersey,766480006.0,14644.0,Start,,,,,,,,
44607,Philip Bailhache,Jersey,773230341.0,16434.0,C,,,,,,,,
44608,Jean Poingdestre,Jersey,773316732.0,16458.0,Start,,,,,,,,
44609,Peter Hanning,Jersey,774568909.0,16828.0,Start,,,,,,,,
44610,Dean of Jersey,Jersey,784051930.0,20367.0,Start,,,,,,,,
44611,"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0,20514.0,C,,,,,,,,
44612,Terry Le Sueur,Jersey,784849252.0,20718.0,Stub,,,,,,,,
44613,Don Filleul,Jersey,786175308.0,21307.0,Stub,,,,,,,,
44614,Augustus Asplet Le Gros,Jersey,787012860.0,21722.0,Start,,,,,,,,
44615,Philippe Langlois,Jersey,787046159.0,21740.0,Stub,,,,,,,,
44616,Sarah Craig Ferguson,Jersey,787955357.0,22532.0,Start,,,,,,,,
44617,Wendy Kinnard,Jersey,787955613.0,22533.0,Stub,,,,,,,,
44618,Iris Le Feuvre,Jersey,787956265.0,22535.0,Start,,,,,,,,
44619,Judy Martin (politician),Jersey,787956300.0,22536.0,Stub,,,,,,,,
44620,Kristina Moore,Jersey,787956364.0,22537.0,Start,,,,,,,,
44621,Susan Pinel,Jersey,787956392.0,22538.0,Stub,,,,,,,,
44622,Shona Pitman,Jersey,787956492.0,22539.0,Stub,,,,,,,,
44623,Anne Pryke,Jersey,787956513.0,22540.0,Stub,,,,,,,,
44624,Corrie Stein,Jersey,787956597.0,22541.0,Stub,,,,,,,,
44625,Tracey Vallois,Jersey,787957954.0,22543.0,Stub,,,,,,,,
44626,"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0,27662.0,Stub,,,,,,,,
44627,"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0,27663.0,Stub,,,,,,,,
44628,"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0,28638.0,C,,,,,,,,
44629,Frank Walker (Jersey politician),Jersey,792567273.0,30059.0,Start,,,,,,,,
44630,Carolyn Labey,Jersey,793221391.0,30461.0,Stub,,,,,,,,
44631,Cecil Stanley Harrison,Jersey,793405839.0,30590.0,Stub,,,,,,,,
44632,List of Bailiffs of Jersey,Jersey,795069319.0,31828.0,Start,,,,,,,,
44633,John Le Couteur,Jersey,795676915.0,32280.0,C,,,,,,,,
44634,Jim Perchard,Jersey,796095584.0,32617.0,Start,,,,,,,,
44635,Bryan Ian Le Marquand,Jersey,796170389.0,32661.0,Start,,,,,,,,
44636,Andrew Green (Jersey politician),Jersey,797693636.0,34057.0,Stub,,,,,,,,
44637,Geraint Jennings,Jersey,797746493.0,34118.0,Start,,,,,,,,
44638,Ian Gorst,Jersey,798244483.0,34531.0,Start,,,,,,,,
44639,George Carteret,Jersey,799514955.0,35945.0,C,,,,,,,,
44640,Stuart Syvret,Jersey,800714278.0,37355.0,GA,,,,,,,,
44641,Edward Trevor (Jersey),Jersey,801172575.0,37860.0,Start,,,,,,,,
44642,Philip Ozouf Jr,Jersey,801284949.0,38061.0,C,,,,,,,,
44643,Peter Crill,Jersey,802532217.0,39607.0,C,,,,,,,,
44644,"John Carteret, 2nd Earl Granville",Jersey,802912550.0,40045.0,C,,,,,,,,
44645,Darius J. Pearce,Jersey,803416400.0,40516.0,C,,,,,,,,
44646,Alan Simon Crowcroft,Jersey,804372746.0,41662.0,Start,,,,,,,,
44647,William Bailhache,Jersey,805135198.0,42692.0,Stub,,,,,,,,
44648,Michael Birt (barrister),Jersey,805136001.0,42693.0,Start,,,,,,,,
44649,Frank Ereaut,Jersey,805136113.0,42694.0,Start,,,,,,,,
44650,Robert Pipon Marett,Jersey,805136184.0,42695.0,Start,,,,,,,,
44651,Freddie Cohen,Jersey,805499715.0,43254.0,C,,,,,,,,
45319,Mike Torode,Guernsey,710546915.0,1822.0,Stub,,,,,,,,
45320,Laurie Morgan,Guernsey,719122168.0,3965.0,Stub,,,,,,,,
45321,Peter Harwood,Guernsey,722295712.0,4837.0,Stub,,,,,,,,
45322,Martin Storey (politician),Guernsey,722806951.0,4959.0,Stub,,,,,,,,
45323,William Carey (Bailiff of Guernsey),Guernsey,725970969.0,5855.0,Stub,,,,,,,,
45324,David Jones (Guernsey politician),Guernsey,729428763.0,6380.0,Stub,,,,,,,,
45325,Lyndon Trott,Guernsey,742737553.0,8415.0,Stub,,,,,,,,
45326,Jonathan Le Tocq,Guernsey,742872067.0,8434.0,Start,,,,,,,,
45327,Graham Dorey,Guernsey,742872751.0,8435.0,Stub,,,,,,,,
45328,De Vic Carey,Guernsey,748457839.0,9471.0,Start,,,,,,,,
45329,Bailiff of Guernsey,Guernsey,762910285.0,13798.0,GA,,,,,,,,
45330,Ambrose Sherwill,Guernsey,768625520.0,15169.0,C,,,,,,,,
45331,Geoffrey Rowland,Guernsey,784691815.0,20612.0,Start,,,,,,,,
45332,List of Bailiffs of Guernsey,Guernsey,784770354.0,20666.0,Start,,,,,,,,
45333,Diane Lewis (Guernsey legislator),Guernsey,787954113.0,22528.0,Stub,,,,,,,,
45334,Wendy Morgan (politician),Guernsey,787954138.0,22529.0,Stub,,,,,,,,
45335,Peter de Havilland,Guernsey,788446515.0,23135.0,C,,,,,,,,
45336,Gavin St Pier,Guernsey,789938377.0,27881.0,Stub,,,,,,,,
45337,Francis Weston,Guernsey,791169532.0,29105.0,C,,,,,,,,
45338,Richard Collas,Guernsey,792424069.0,29993.0,Start,,,,,,,,
45339,Victor Carey,Guernsey,793355768.0,30551.0,C,,,,,,,,
45340,Daniel de Lisle Brock,Guernsey,798315235.0,34594.0,C,,,,,,,,
45341,Richard Weston (treasurer),Guernsey,802409654.0,39335.0,C,,,,,,,,
45342,Havilland de Sausmarez,Guernsey,804532628.0,41850.0,Start,,,,,,,,
45343,Edmund Andros,Guernsey,805755298.0,43609.0,B,,,,,,,,
45799,Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0,3167.0,Start,,,,,,,,
45800,Duvalle,Saint Vincent and the Grenadines,725462724.0,5787.0,Start,,,,,,,,
45801,Charles Antrobus,Saint Vincent and the Grenadines,739296460.0,7947.0,Stub,,,,,,,,
45802,David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0,8973.0,Stub,,,,,,,,
45803,Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0,13797.0,Stub,,,,,,,,
45804,Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0,15714.0,C,,,,,,,,
45805,Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0,15715.0,Start,,,,,,,,
45806,Milton Cato,Saint Vincent and the Grenadines,771015590.0,15829.0,Start,,,,,,,,
45807,Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0,20628.0,Start,,,,,,,,
45808,Monica Dacon,Saint Vincent and the Grenadines,784784479.0,20677.0,Stub,,,,,,,,
45809,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0,22556.0,Start,,,,,,,,
45810,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0,23370.0,Start,,,,,,,,
45811,Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0,27670.0,C,,,,,,,,
45812,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0,31941.0,Start,,,,,,,,
45813,Louis Straker,Saint Vincent and the Grenadines,795343481.0,31987.0,Start,,,,,,,,
45814,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0,34139.0,Start,,,,,,,,
45815,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0,35197.0,Start,,,,,,,,
45816,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0,36784.0,Start,,,,,,,,
45817,Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0,37537.0,Start,,,,,,,,
45818,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0,38064.0,Start,,,,,,,,
45819,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0,41399.0,C,,,,,,,,
45820,Stanislav Kochiev,South Ossetian,717215546.0,3358.0,Start,,,,,,,,
45821,Valeriy Hubulov,South Ossetian,717241760.0,3362.0,Start,,,,,,,,
45822,Rostislav Khugayev,South Ossetian,721687759.0,4688.0,Start,,,,,,,,
45823,Boris Chochiev,South Ossetian,748071193.0,9366.0,Stub,,,,,,,,
45824,Yury Morozov,South Ossetian,749962491.0,9932.0,Start,,,,,,,,
45825,Aleksandr Shavlokhov,South Ossetian,760473086.0,13386.0,Stub,,,,,,,,
45826,Merab Chigoev,South Ossetian,760473130.0,13387.0,Stub,,,,,,,,
45827,Gerasim Khugayev,South Ossetian,760473192.0,13388.0,Start,,,,,,,,
45828,Igor Sanakoyev,South Ossetian,760473237.0,13389.0,Stub,,,,,,,,
45829,Zurab Kokoyev,South Ossetian,760473273.0,13390.0,Stub,,,,,,,,
45830,Lyudvig Chibirov,South Ossetian,766130279.0,14568.0,Stub,,,,,,,,
45831,Aslanbek Bulatsev,South Ossetian,789950396.0,27896.0,Start,,,,,,,,
45832,President of South Ossetia,South Ossetian,795669553.0,32278.0,Start,,,,,,,,
45833,Prime Minister of South Ossetia,South Ossetian,797825875.0,34211.0,Start,,,,,,,,
45834,Leonid Tibilov,South Ossetian,799335775.0,35747.0,Start,,,,,,,,
45835,Eduard Kokoity,South Ossetian,801087048.0,37744.0,C,,,,,,,,
45836,Dmitry Sanakoyev,South Ossetian,801560549.0,38502.0,Start,,,,,,,,
45837,Vadim Brovtsev,South Ossetian,802882186.0,40028.0,GA,,,,,,,,
45838,Tou Travel Ariki,Cook Island,717545630.0,3501.0,Stub,,,,,,,,
45839,Piho Rua,Cook Island,717593716.0,3523.0,Start,,,,,,,,
45840,Robert Woonton,Cook Island,717897925.0,3635.0,Start,,,,,,,,
45841,Ngereteina Puna,Cook Island,719186872.0,3978.0,Stub,,,,,,,,
45842,List of Presidents of the House of Ariki,Cook Island,728378933.0,6248.0,Stub,,,,,,,,
45843,Tangaroa Tangaroa,Cook Island,737975585.0,7696.0,Start,,,,,,,,
45844,Speaker of the Cook Islands Parliament,Cook Island,755442454.0,10779.0,Start,,,,,,,,
45845,Maria Heather,Cook Island,757064438.0,11447.0,Stub,,,,,,,,
45846,Tetangi Matapo,Cook Island,757064793.0,11448.0,Stub,,,,,,,,
45847,Selina Napa,Cook Island,757064845.0,11449.0,Stub,,,,,,,,
45848,Dorice Reid,Cook Island,757065079.0,11450.0,B,,,,,,,,
45849,Ngai Tupa,Cook Island,757065152.0,11451.0,Stub,,,,,,,,
45850,Cassey Eggelton,Cook Island,757540405.0,12471.0,Stub,,,,,,,,
45851,Norman George,Cook Island,763769083.0,14004.0,Start,,,,,,,,
45852,John Tangi,Cook Island,763769086.0,14005.0,Stub,,,,,,,,
45853,Vai Peua,Cook Island,763769088.0,14006.0,Stub,,,,,,,,
45854,Teariki Heather,Cook Island,763769233.0,14007.0,Start,,,,,,,,
45855,George Angene,Cook Island,763769688.0,14009.0,Stub,,,,,,,,
45856,Albert (Peto) Nicholas,Cook Island,763770488.0,14010.0,Stub,,,,,,,,
45857,Tupou Faireka,Cook Island,763774025.0,14012.0,Stub,,,,,,,,
45858,Mark Brown (Cook Islands),Cook Island,763774066.0,14013.0,Stub,,,,,,,,
45859,Nandi Glassie,Cook Island,763774069.0,14014.0,Stub,,,,,,,,
45860,Apii Piho,Cook Island,763775030.0,14015.0,Stub,,,,,,,,
45861,Winton Pickering,Cook Island,763775034.0,14016.0,Stub,,,,,,,,
45862,Albert Nicholas (Cook Islands),Cook Island,763775035.0,14017.0,Stub,,,,,,,,
45863,Vincent Ingram,Cook Island,763775867.0,14018.0,Start,,,,,,,,
45864,Terepai Maoate Jnr,Cook Island,763775893.0,14019.0,Stub,,,,,,,,
45865,Toanui Isamaela,Cook Island,763776103.0,14020.0,Stub,,,,,,,,
45866,Tangata Vavia,Cook Island,763776191.0,14021.0,Start,,,,,,,,
45867,Taunga Toka,Cook Island,763776193.0,14022.0,Stub,,,,,,,,
45868,Teremoana Tapi Taio,Cook Island,763776229.0,14023.0,Stub,,,,,,,,
45869,Tepure Tapaitau,Cook Island,763776231.0,14024.0,Start,,,,,,,,
45870,Mapu Taia,Cook Island,763776235.0,14025.0,Stub,,,,,,,,
45871,Pupuke Robati,Cook Island,763776270.0,14026.0,Start,,,,,,,,
45872,Wilkie Rasmussen,Cook Island,763776271.0,14027.0,Start,,,,,,,,
45873,Tai Tura,Cook Island,763776737.0,14029.0,Stub,,,,,,,,
45874,Tekii Lazaro,Cook Island,763776768.0,14030.0,Stub,,,,,,,,
45875,Kura Strickland,Cook Island,763776806.0,14031.0,Stub,,,,,,,,
45876,Mii Parima,Cook Island,763776808.0,14032.0,Stub,,,,,,,,
45877,Joe Williams (Cook Islands politician),Cook Island,763776856.0,14033.0,Start,,,,,,,,
45878,Kiriau Turepu,Cook Island,763776860.0,14034.0,Stub,,,,,,,,
45879,Inatio Akaruru,Cook Island,766806728.0,14711.0,Start,,,,,,,,
45880,Terepai Maoate,Cook Island,767048874.0,14749.0,Start,,,,,,,,
45881,Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0,14750.0,Start,,,,,,,,
45882,Atatoa Herman,Cook Island,767994335.0,14986.0,Stub,,,,,,,,
45883,Kete Ioane,Cook Island,778717694.0,18092.0,Start,,,,,,,,
45884,Tom Davis (Cook Islands politician),Cook Island,778763952.0,18098.0,C,,,,,,,,
45885,Niki Rattle,Cook Island,778789714.0,18117.0,Stub,,,,,,,,
45886,Frederick Tutu Goodwin,Cook Island,784686871.0,20607.0,Start,,,,,,,,
45887,Ngamau Munokoa,Cook Island,784786128.0,20682.0,Start,,,,,,,,
45888,Henry Puna,Cook Island,786648340.0,21505.0,C,,,,,,,,
45889,Moana Ioane,Cook Island,787050138.0,21741.0,Stub,,,,,,,,
45890,Marguerite Story,Cook Island,787227714.0,21859.0,Start,,,,,,,,
45891,Apenera Short,Cook Island,788240713.0,22923.0,Start,,,,,,,,
45892,Mana Strickland,Cook Island,788499686.0,23226.0,Start,,,,,,,,
45893,William (Smiley) Heather,Cook Island,788897273.0,24955.0,Start,,,,,,,,
45894,Rose Toki-Brown,Cook Island,788897549.0,24956.0,Stub,,,,,,,,
45895,Teina Bishop,Cook Island,788898457.0,24958.0,Start,,,,,,,,
45896,Pumati Israela,Cook Island,788899523.0,24961.0,Stub,,,,,,,,
45897,Robert Wigmore,Cook Island,794802546.0,31585.0,Start,,,,,,,,
45898,Pukeiti Pukeiti,Cook Island,794802590.0,31586.0,Stub,,,,,,,,
45899,John Henry (Cook Islands politician),Cook Island,797303432.0,33678.0,Stub,,,,,,,,
45900,Geoffrey Henry,Cook Island,797303508.0,33679.0,Start,,,,,,,,
45901,Albert Henry (politician),Cook Island,797303536.0,33680.0,C,,,,,,,,
45902,Jim Marurai,Cook Island,799769949.0,36225.0,C,,,,,,,,
45903,Pa Tepaeru Terito Ariki,Cook Island,805657875.0,43481.0,C,,,,,,,,
45904,Tom Marsters,Cook Island,806739780.0,45206.0,Start,,,,,,,,
46050,Hilal Al Sarmi,Omani,717915660.0,3651.0,Stub,,,,,,,,
46051,Mohammed Al Rumhi,Omani,722258362.0,4832.0,Stub,,,,,,,,
46052,Yahya Al Khusaibi,Omani,726862168.0,6118.0,Stub,,,,,,,,
46053,Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0,6379.0,Start,,,,,,,,
46054,Fahd bin Mahmoud al Said,Omani,757164616.0,11555.0,Stub,,,,,,,,
46055,Rawya Saud Al Busaidi,Omani,760558966.0,13427.0,Stub,,,,,,,,
46056,"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0,14778.0,Stub,,,,,,,,
46057,Taimur bin Feisal,Omani,767885927.0,14967.0,Start,,,,,,,,
46058,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0,16921.0,Stub,,,,,,,,
46059,Badr bin Saud al Busaidi,Omani,783116680.0,19840.0,Stub,,,,,,,,
46060,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0,22517.0,Start,,,,,,,,
46061,Rahila Al Riyami,Omani,788828342.0,24312.0,Stub,,,,,,,,
46062,List of rulers of Oman,Omani,789761641.0,27671.0,B,,,,,,,,
46063,Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0,31420.0,Stub,,,,,,,,
46064,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0,31524.0,C,,,,,,,,
46065,Yusuf bin Alawi bin Abdullah,Omani,797805284.0,34184.0,Start,,,,,,,,
46066,Samira bint Mohamed Al-Moosa,Omani,797947292.0,34311.0,Stub,,,,,,,,
46067,Moosa AbdulRahman Hassan,Omani,799540696.0,35987.0,C,,,,,,,,
46068,Abdullah Al Saidi,Omani,801364408.0,38208.0,Stub,,,,,,,,
46069,Said bin Taimur,Omani,802317488.0,39253.0,C,,,,,,,,
46070,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0,41079.0,Start,,,,,,,,
46071,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0,45082.0,Stub,,,,,,,,
46072,Qaboos bin Said al Said,Omani,806904421.0,45539.0,C,,,,,,,,
46073,Haitham bin Tariq Al Said,Omani,807451487.0,46595.0,Stub,,,,,,,,
46122,John Allen (diplomat),Tokelauan,720435378.0,4309.0,Stub,,,,,,,,
46123,Neil Walter,Tokelauan,732100626.0,6705.0,Start,,,,,,,,
